2041;089674782001472;21-110-03046;64,95
2041;089674782001472;21-110-03048;64,95
2041;089674782001472;21-110-90284   ;464,70
2041;089674782001472;21-110-03049;248,64
2041;089674782001472;21-110-03050;248,64
2041;089674782001472;21-100-00124;446,23
2041;089674782001472;21-100-00125;444,80
2041;089674782001472;21-110-90192;280,53
2041;089674782001472;21-110-90195;280,53
2041;089674782001472;90-000-00029;1587,42
2041;089674782001472;90-000-00030;1485,00
2041;089674782001472;21-100-00138;704,90
2041;089674782001472;21-100-00134;693,64
2041;089674782001472;90-000-00035;2289,75
2041;089674782001472;90-000-00028;3037,73
2041;089674782001472;21-110-90184;847,78
2041;089674782001472;21-110-90187;234,64
2041;089674782001472;21-110-90185;234,64
2041;089674782001472;21-110-90194;208,46
2041;089674782001472;21-110-90196;208,48
2041;089674782001472;21-110-90188;241,83
2041;089674782001472;21-110-90191;241,83
2041;089674782001472;21-110-90288;47,98
2041;089674782001472;21-110-90186;81,28
2041;089674782001472;21-110-03047;81,28
2041;089674782001472;21-110-03033;306,37
2041;089674782001472;21-110-03034;255,09
2041;089674782001472;21-110-03036;298,61
2041;089674782001472;21-110-90265;118,05
2041;089674782001472;21-110-03035;115,53
2041;089674782001472;21-100-00115;415,54
2041;089674782001472;21-100-00119;410,62
2041;089674782001472;21-100-00122;400,44
2041;089674782001472;21-110-90163;664,89
2041;089674782001472;21-100-00135;39,63
2041;089674782001472;90-000-00038   ;2485,49
2041;089674782001472;21-100-00126;310,47
2041;089674782001472;21-100-00127;310,47
2041;089674782001472;21-110-03053;21,49
2041;089674782001472;21-100-00130;69,59
2041;089674782001472;21-100-00131;69,60
2041;089674782001472;21-110-90246;68,43
2041;089674782001472;21-110-90168;148,60
2041;089674782001472;21-110-90287   ;231,47
2041;089674782001472;21-110-90202;68,75
2041;089674782001472;21-110-90173;450,01
2041;089674782001472;21-110-90175;159,53
2041;089674782001472;21-110-90176;159,51
2041;089674782001472;21-110-90177;108,31
2041;089674782001472;21-110-90178;175,97
2041;089674782001472;21-110-90179;175,59
2041;089674782001472;21-110-90180;48,87
2041;089674782001472;90-000-00063   ;1659,82
2041;089674782001472;90-000-00034;1913,36
2041;089674782001472;21-100-00140;41,14
2041;089674782001472;21-110-90181;109,07
2041;089674782001472;21-110-90182;108,99
2041;089674782001472;21-110-90203;456,10
2041;089674782001472;21-110-90183;164,38
2041;089674782001472;21-110-03055;52,87
2041;089674782001472;90-000-00064   ;751,09
2041;089674782001472;90-000-00062   ;2583,90
2041;089674782001472;90-000-00060   ;2073,89
2041;089674782001472;21-110-03056;56,14
2041;089674782001472;21-100-00133   ;851,15
2041;089674782001472;21-110-03058;56,81
2041;089674782001472;21-110-90204;1062,76
2041;089674782001472;21-110-90142;67,48
2041;089674782001472;21-110-90141;67,48
2041;089674782001472;21-110-90145;74,70
2041;089674782001472;21-100-00116;97,98
2041;089674782001472;21-100-00118;184,32
2041;089674782001472;21-100-00120;170,18
2041;089674782001472;21-100-00121;219,88
2041;089674782001472;21-100-00123;181,85
2041;089674782001472;21-110-90282   ;41,79
2041;089674782001472;21-000-90015;875,52
2041;089674782001472;21-000-90014;869,37
2041;089674782001472;21-000-90012;1240,31
2041;089674782001472;21-000-90011;1315,54
2041;089674782001472;21-110-90286   ;703,81
2041;089674782001472;21-220-90004;126,89
2041;089674782001472;21-220-90005;125,23
2041;089674782001472;21-220-90048   ;182,68
2041;089674782001472;21-220-90006;76,70
2041;089674782001472;21-220-90012;96,19
2041;089674782001472;21-220-90013;96,19
2041;089674782001472;21-220-90007;92,57
2041;089674782001472;21-220-90049;226,93
2041;089674782001472;21-220-00522;40,60
2041;089674782001472;21-220-00524;40,79
2041;089674782001472;21-220-90036;37,68
2041;089674782001472;21-220-00523;52,60
2041;089674782001472;21-220-90008;49,13
2041;089674782001472;21-220-90035;60,23
2041;089674782001472;21-220-90033;9,40
2041;089674782001472;21-110-90292   ;445,46
2041;089674782001472;21-220-90011;399,09
