08|000868|1|000085|1|000015|ASSINATURA COD 84348|49021000|15|1,000||300,000000|300,000000|300,00|300,00|0,000000|0,00|300,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|300,00|0,00|0,00|300,00|0,00|N|ASSINATURA COD 84348||5101|||||
08|000869|1|001558|1|000015|ASSINATURA COD 53975|49021000|15|1,000||168,000000|168,000000|168,00|168,00|0,000000|0,00|168,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|168,00|0,00|0,00|168,00|0,00|N|ASSINATURA COD 53975||5101|||||
08|000870|1|001557|1|000015|ASSINATURA COD 39834|49021000|15|1,000||318,000000|318,000000|318,00|318,00|0,000000|0,00|318,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|318,00|0,00|0,00|318,00|0,00|N|ASSINATURA COD 39834||5101|||||
08|000871|1|001273|1|000015|ASSINATURA COD 64051|49021000|15|1,000||318,000000|318,000000|318,00|318,00|0,000000|0,00|318,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|318,00|0,00|0,00|318,00|0,00|N|ASSINATURA COD 64051||5101|||||
08|000872|1|001559|1|000015|ASSINATURA COD 54682|49021000|15|1,000||300,000000|300,000000|300,00|300,00|0,000000|0,00|300,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|300,00|0,00|0,00|300,00|0,00|N|ASSINATURA COD 54682||5101|||||
08|000873|1|000122|1|000015|ASSINATURA COD 35946|49021000|15|1,000||300,000000|300,000000|300,00|300,00|0,000000|0,00|300,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|300,00|0,00|0,00|300,00|0,00|N|ASSINATURA COD 35946||5101|||||
08|000874|1|000051|1|000015|ASSINATURA COD 55006|49021000|15|1,000||300,000000|300,000000|300,00|300,00|0,000000|0,00|300,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|300,00|0,00|0,00|300,00|0,00|N|ASSINATURA COD 55006||5101|||||
08|000875|1|000234|1|000015|ASSINATURA COD 57962|49021000|15|1,000||300,000000|300,000000|300,00|300,00|0,000000|0,00|300,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|300,00|0,00|0,00|300,00|0,00|N|ASSINATURA COD 57962||5101|||||
08|000876|1|000105|1|000015|ASSINATURA COD 77908,77909,77910,664,60687|49021000|15|1,000||1500,000000|1500,000000|1500,00|1500,00|0,000000|0,00|1500,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|1500,00|0,00|0,00|1500,00|0,00|N|ASSINATURA COD 77908,77909,77910,664,60687||5101|||||
08|000877|1|000105|1|000015|ASSINATURA COD 77906|49021000|15|1,000||300,000000|300,000000|300,00|300,00|0,000000|0,00|300,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|300,00|0,00|0,00|300,00|0,00|N|ASSINATURA COD 77906||5101|||||
