250|465005.69|1|2006
118|109100.34|1|2006
124|73916.35|1|2006
125|114573.76|1|2006
119|64144.24|1|2006
109|103246.39|1|2006
315|101480.92|1|2006
162|95788.95|1|2006
185|101090.90|1|2006
155|269407.50|1|2006
172|41031.07|1|2006
410|68029.65|1|2006
168|67689.92|1|2006
149|44082.04|1|2006
158|48574.80|1|2006
166|93084.23|1|2006
164|75162.80|1|2006
450|380889.13|1|2006
638|65054.13|1|2006
192|61620.74|1|2006
517|61434.64|1|2006
603|58128.97|1|2006
683|68275.81|1|2006
189|53456.06|1|2006
678|53456.06|1|2006
650|50239.99|1|2006
682|60411.09|1|2006
689|63182.21|1|2006
115|56222.25|1|2006
602|60093.84|1|2006
647|53998.52|1|2006
651|44205.81|1|2006
629|44205.81|1|2006
323|50000.00|1|2006
660|126041.11|1|2006
598|101562.72|1|2006
183|124467.16|1|2006
674|82805.40|1|2006
613|141939.52|1|2006
400|50103.18|1|2006
526|47739.43|1|2006
581|59382.84|1|2006
188|65775.13|1|2006
568|78314.26|1|2006
590|69161.38|1|2006
187|39101.11|1|2006
566|69161.38|1|2006
850|81293.04|1|2006
597|81292.55|1|2006
671|86170.60|1|2006
562|86170.62|1|2006
513|83005.46|1|2006
557|57814.05|1|2006
572|57814.05|1|2006
120|113817.82|1|2006
601|113822.40|1|2006
398|112177.60|1|2006
179|112177.60|1|2006
567|119289.60|1|2006
552|119289.60|1|2006
499|108176.67|1|2006
669|106198.43|1|2006
580|136228.35|1|2006
693|143472.89|1|2006
579|162599.11|1|2006
692|162599.11|1|2006
800|93688.83|1|2006
384|84814.48|1|2006
385|59983.41|1|2006
701|63225.39|1|2006
708|51319.68|1|2006
715|77632.56|1|2006
716|80215.48|1|2006
383|69378.74|1|2006
705|69378.74|1|2006
899|61835.08|1|2006
628|69466.66|1|2006
691|74723.92|1|2006
762|66293.89|1|2006
178|66588.09|1|2006
649|74787.82|1|2006
677|66539.64|1|2006
736|65863.37|1|2006
672|65863.27|1|2006
799|73969.87|1|2006
813|74776.25|1|2006
776|74762.50|1|2006
772|81495.47|1|2006
722|81541.31|1|2006
797|80218.31|1|2006
808|68841.25|1|2006
177|68841.25|1|2006
779|106841.08|1|2006
782|44305.85|1|2006
801|84808.76|1|2006
789|82360.49|1|2006
186|68152.62|1|2006
695|81467.97|1|2006
840|56459.07|1|2006
841|81467.97|1|2006
760|95613.37|1|2006
785|40478.71|1|2006
803|39308.50|1|2006
698|56457.80|1|2006
842|36656.41|1|2006
880|87241.92|1|2006
791|102820.29|1|2006
783|60132.61|1|2006
824|29308.17|1|2006
816|33302.73|1|2006
780|82569.55|1|2006
745|77224.85|1|2006
795|81837.39|1|2006
786|92006.58|1|2006
729|54821.11|1|2006
758|35431.73|1|2006
802|32064.60|1|2006
821|14387.75|1|2006
814|90777.85|1|2006
134|56241.65|1|2006
127|81000.00|1|2006
138|43135.64|1|2006
506|81000.00|1|2006
131|27493.13|1|2006
633|48879.84|1|2006
250|469865.42|2|2006
118|110247.00|2|2006
124|74681.18|2|2006
125|115779.83|2|2006
119|64803.02|2|2006
109|104329.53|2|2006
315|102544.90|2|2006
162|96791.15|2|2006
185|102150.65|2|2006
155|374794.31|2|2006
172|60291.90|2|2006
410|99988.76|2|2006
168|74859.44|2|2006
149|64777.84|2|2006
158|71383.68|2|2006
166|94057.07|2|2006
164|75941.16|2|2006
450|604899.73|2|2006
638|95629.77|2|2006
192|90579.95|2|2006
517|90306.04|2|2006
603|85447.49|2|2006
683|100366.70|2|2006
189|45000.00|2|2006
678|78574.89|2|2006
650|581069.71|2|2006
682|73850.36|2|2006
689|88806.97|2|2006
115|85140.30|2|2006
602|82646.71|2|2006
647|88336.17|2|2006
651|79374.93|2|2006
629|64978.12|2|2006
323|50000.00|2|2006
660|801220.91|2|2006
598|185260.06|2|2006
183|102640.10|2|2006
674|182970.69|2|2006
613|121714.10|2|2006
514|208635.99|2|2006
400|538647.46|2|2006
526|73625.70|2|2006
581|70150.21|2|2006
188|59984.74|2|2006
568|96668.65|2|2006
590|57449.01|2|2006
187|79121.61|2|2006
566|101647.56|2|2006
850|696762.03|2|2006
597|119490.43|2|2006
671|119489.70|2|2006
562|126662.06|2|2006
513|126662.08|2|2006
557|119489.22|2|2006
572|84968.53|2|2006
120|577087.50|2|2006
601|114973.54|2|2006
398|114978.18|2|2006
179|113317.52|2|2006
567|113317.52|2|2006
552|120500.73|2|2006
499|663485.75|2|2006
669|109297.31|2|2006
580|107294.92|2|2006
693|137643.88|2|2006
579|144970.33|2|2006
692|164297.56|2|2006
800|734122.60|2|2006
384|94683.86|2|2006
385|85713.20|2|2006
701|88173.74|2|2006
708|92940.52|2|2006
715|75435.18|2|2006
716|114123.83|2|2006
383|81064.30|2|2006
705|101987.99|2|2006
899|794648.84|2|2006
628|90896.31|2|2006
691|102117.25|2|2006
762|109847.18|2|2006
178|89329.40|2|2006
649|97884.80|2|2006
677|109941.13|2|2006
736|97813.57|2|2006
672|96819.24|2|2006
799|541064.99|2|2006
813|74735.02|2|2006
776|75540.74|2|2006
772|75526.84|2|2006
722|82314.08|2|2006
797|82360.41|2|2006
808|12795.34|2|2006
177|69550.74|2|2006
779|524395.82|2|2006
782|106841.08|2|2006
801|44305.85|2|2006
789|84808.76|2|2006
186|82360.49|2|2006
695|68152.62|2|2006
840|56459.07|2|2006
841|81467.97|2|2006
760|268514.62|2|2006
785|95613.37|2|2006
803|40478.71|2|2006
698|39308.50|2|2006
842|56457.80|2|2006
818|36656.41|2|2006
880|312805.72|2|2006
791|87241.92|2|2006
783|102820.29|2|2006
824|60132.61|2|2006
816|29308.17|2|2006
839|33302.73|2|2006
780|837585.34|2|2006
745|121354.03|2|2006
795|113496.73|2|2006
786|120277.51|2|2006
729|135230.77|2|2006
758|80555.81|2|2006
802|52046.99|2|2006
821|47096.21|2|2006
814|21140.65|2|2006
833|133459.40|2|2006
134|194886.28|2|2006
127|63423.68|2|2006
138|82693.85|2|2006
506|101000.00|2|2006
131|40424.00|2|2006
633|71869.55|2|2006
