5|2006|779.0|F|01|25865.0|80.0||3716.0||642822.68|520498.53|0.0|779.0|81.0|3009.96|0.0|0.0|0.0|0.0|0.0|0.0|0.0|040200|2006-05|
1|2006|780.0|F|01|26188.0|70.0||3716.0||569913.47|486928.44|87449.29|780.0|85.0|3158.6|0.0|0.0|5884.56|5021.0|758.06|2720.31|0.0|060100|2006-01|
3|2006|780.0|F|01|26188.0|70.0||3716.0||837585.34|690526.12|43726.86|780.0|82.0|3047.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|060100|2006-03|
4|2006|780.0|F|01|26188.0|70.0||3716.0||958141.08|821796.39|0.0|780.0|86.0|3195.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|060100|2006-04|
5|2006|780.0|F|01|26188.0|50.0||3716.0||927612.07|616876.49|0.0|780.0|67.0|2489.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|060100|2006-05|
1|2006|800.0|F|09|25914.0|70.0||3716.0||580258.56|380228.32|0.0|800.0|66.0|0.0|0.0|0.0|1967.9|2098.0|0.0|1791.51|0.0|030300|2006-01|
3|2006|800.0|F|09|25914.0|70.0||3716.0||734122.6|785831.37|0.0|800.0|107.0|3976.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|030300|2006-03|
4|2006|800.0|F|09|25914.0|70.0||3716.0||892497.61|838519.74|0.0|800.0|94.0|3493.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|030300|2006-04|
5|2006|800.0|F|09|25914.0|50.0||3716.0||864060.19|591070.56|0.0|800.0|68.0|2526.88|0.0|0.0|0.0|0.0|0.0|0.0|0.0|030300|2006-05|
1|2006|850.0|F|08|25249.0|70.0||3716.0||475746.32|305694.25|0.0|850.0|64.0|0.0|0.0|0.0|1858.0|1964.0|0.0|1866.31|0.0|020300|2006-01|
3|2006|850.0|F|08|25249.0|70.0||3716.0||696762.03|645943.92|0.0|850.0|93.0|3455.88|0.0|0.0|0.0|0.0|0.0|0.0|0.0|020300|2006-03|
4|2006|850.0|F|08|25249.0|80.0||3716.0||830314.84|638638.6|0.0|850.0|77.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|020300|2006-04|
5|2006|850.0|F|08|25249.0|50.0||3716.0||803858.73|605020.42|0.0|850.0|75.0|2787.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|020300|2006-05|
1|2006|899.0|F|09|25924.0|70.0||3716.0||546098.47|723335.48|0.0|899.0|132.0|4905.12|0.0|0.0|7706.41|6364.0|943.29|4039.7|0.0|030400|2006-01|
3|2006|899.0|F|09|25924.0|70.0||3716.0||794648.84|1043395.5|0.0|899.0|131.0|4867.96|0.0|0.0|0.0|0.0|0.0|0.0|0.0|030400|2006-03|
4|2006|899.0|F|09|25924.0|70.0||3716.0||1018769.32|920742.39|0.0|899.0|90.0|3344.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|030400|2006-04|
5|2006|899.0|F|09|25924.0|80.0||3716.0||986308.53|816217.76|0.0|899.0|83.0|3084.28|-182.44|0.0|0.0|0.0|0.0|0.0|0.0|030400|2006-05|
1|2006|910.0|F|01|25751.0|500.0||13969.0||10000000000.0|189570.91|0.0|910.0|0.0|0.0|0.0|0.0|6984.5|6043.0|0.0|4263.84|0.0|010800|2006-01|
3|2006|910.0|F|01|25751.0|500.0||13969.0||10000000.0|935843.09|2684.62|910.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|010800|2006-03|
4|2006|910.0|F|01|25751.0|500.0||13969.0||90000000000.0|1015558.92|0.0|910.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|010800|2006-04|
5|2006|910.0|F|01|25751.0|500.0||13969.0||10000000000.0|1691221.48|0.0|910.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|010800|2006-05|
