2;39425;55-100-00069;  C405-0267
2;39283;55-000-00488;A048V601
2;39290;55-000-90019; A052P377
2;39282;55-000-00115;C4050295
2;39283;55-000-00488; A048V601
2;39285;55-000-00140;C2900672
2;39286;55-220-00831; C051-0141
2;39287;55-110-12046;C0510114
2;39289;55-000-90037; C0510056
2;39290;55-000-90019; A052P377
2;39317;55-000-00547;A058Z917
2;39318;55-000-00114; C4050293
2;39319;55-000-00150; C2900673
2;39320;55-000-00059;C4050294
2;39354;55-110-00243; C2700012
