9114      20-200-02407   0         000058,00
9114      20-200-02443   0         000055,00
9114      20-200-02445   0         000063,00
9114      20-200-02532   0         000079,00
9114      20-200-03990   0         000041,00
9114      21-200-00022   0         000103,00
9114      21-200-00081   0         000054,00
9114      21-200-00096   0         000031,00
9114      21-200-00106   0         000072,00
9114      21-200-00336   0         000031,00
9114      21-200-00395   0         000027,00
9114      21-200-00469   0         000076,00
9114      21-200-01236   0         000057,00
9114      21-200-02406   0         000106,00
9114      21-200-90027   0         000019,00
9114      21-200-90159   0         000005,00
9114      21-200-90161   0         000005,00
9114      21-200-90162   0         000005,00
9114      21-200-90166   0         000005,00
9114      21-200-90167   0         000010,00
9114      21-200-90168   0         000010,00
9114      21-200-90170   0         000005,00
9114      21-200-90173   0         000005,00
9114      21-200-90178   0         000005,00
9114      21-200-90180   0         000010,00
9114      21-200-90191   0         000010,00
9114      21-200-90193   0         000005,00
9114      21-200-90194   0         000005,00
9114      21-220-00033   0         000015,00
9114      75-110-00062   0         000010,00
9114      75-200-00024B  0         000016,00
9114      75-200-00025B  0         000015,00
9114      75-200-00026B  0         000013,00
9114      75-200-00049   0         000020,00
9114      75-200-00050   0         000020,00
9114      75-200-00076   0         000014,00
9114      75-200-00080   0         000010,00
9114      75-200-00159B  0         000093,00
9114      75-200-00160B  0         000058,00
9114      75-200-00163B  0         000089,00
9114      75-200-00242   0         000030,00
9114      75-200-00318   0         000011,00
9114      75-200-00319   0         000003,00
9114      75-200-00333   0         000010,00
9114      75-200-00443   0         000012,00
9114      75-200-00444   0         000012,00
9114      75-200-00613   0         000015,00
9114      75-200-00614   0         000015,00
9114      75-200-00615   0         000015,00
9114      75-200-00617   0         000025,00
9114      75-200-00620   0         000010,00
9114      75-200-00633   0         000005,00
9114      75-200-00635   0         000010,00
9114      75-200-00636   0         000010,00
9114      75-200-00683   0         000012,00
9114      75-200-00684   0         000012,00
9114      75-200-00796   0         000006,00
9114      75-200-00797   0         000005,00
9114      75-200-00798   0         000009,00
9114      75-200-00799   0         000008,00
9114      75-200-00800   0         000006,00
9114      75-200-00801   0         000006,00
9114      75-200-00802   0         000006,00
9114      75-200-00835   0         000001,00
9114      75-200-00906   0         000004,00
9114      75-200-00975   0         000020,00
9114      75-200-01025   0         000005,00
9114      75-200-01095   0         000034,00
9114      75-200-01096   0         000034,00
9114      75-200-01098   0         000005,00
9114      75-200-01114   0         000010,00
9114      75-200-01115   0         000010,00
9114      75-200-01116   0         000005,00
9114      75-200-01117   0         000037,00
9114      75-200-01118   0         000041,00
9114      75-200-01120   0         000010,00
9114      75-200-01123   0         000010,00
9114      75-200-01201   0         000003,00
9114      75-200-01202   0         000003,00
9114      75-200-01215   0         000004,00
9114      75-200-01285   0         000010,00
9114      75-200-01289   0         000006,00
9114      75-200-01290   0         000009,00
9114      75-200-08619   0         000010,00
9114      75-200-20039   0         000016,00
9114      75-200-20040   0         000010,00
9114      75-200-20045   0         000009,00
9114      75-200-20046   0         000005,00
9114      75-220-00068   0         000096,00
9114      75-220-00077   0         000252,00
9114      85-200-00078   0         000010,00
9114      85-200-00102   0         000005,00
9114      85-200-00127   0         000010,00
9114      85-200-00133   0         000005,00
9114      85-200-00134   0         000004,00
9114      85-200-00175   0         000020,00
9114      85-200-00374   0         000027,00
9114      85-200-00560   0         000005,00
9114      85-200-00649   0         000012,00
9114      85-200-00650   0         000012,00
9114      85-200-00749   0         000032,00
9114      85-200-00779   0         000000,00
9114      85-200-00854   0         000003,00
9114      90-200-00274   0         000014,00
9114      90-200-00318   0         000007,00
9114      90-200-00352   0         000048,00
9114      90-200-00353   0         000009,00
9114      90-200-00623   0         000022,00
9114      90-200-00740   0         000090,00
9114      90-200-00741   0         000023,00
9114      90-200-00749   0         000023,00
9114      90-200-00753   0         000030,00
9114      90-200-00810   0         000064,00
9114      90-200-00826   0         000012,00
9114      90-200-00964   0         000013,00
9114      90-200-00967   0         000045,00
9114      90-200-00995   0         000076,00
9114      90-200-00996   0         000018,00
9114      90-200-00998   0         000036,00
9114      90-200-01004   0         000036,00
9114      90-200-01005   0         000004,00
9114      90-200-01013   0         000020,00
9114      90-200-01029   0         000020,00
9114      90-200-01094   0         000070,00
9114      90-200-01095   0         000018,00
9114      90-200-20004   0         000012,00
9114      90-200-20006   0         000014,00
9114      90-200-20010   0         000046,00
9114      90-200-20013   0         000011,00
9114      90-200-20014   0         000479,00
9114      90-200-20035   0         000002,00
9114      90-200-20036   0         000004,00
9114      90-200-20061   0         000003,00
9114      85-200-00189   0         000082,00
