9114      20-200-02465   0         000016,00
9114      20-200-02466   0         000016,00
9114      20-200-02467   0         000012,00
9114      20-200-02471   0         000016,00
9114      20-200-02472   0         000016,00
9114      20-200-02473   0         000016,00
9114      20-200-02504   0         000004,00
9114      20-200-02511   0         000032,00
9114      20-200-02541   0         000008,00
9114      20-200-02542   0         000008,00
9114      20-200-02589   0         000012,00
9114      20-200-02589   4         000004,00
9114      21-000-00017   0         000004,00
9114      21-200-00149   0         000008,00
9114      21-200-90417   0         000020,00
9114      21-200-90436   0         000020,00
9114      21-200-90440   0         000020,00
9114      21-200-90451   0         000020,00
9114      21-200-90491   0         000020,00
9114      55-200-00965   0         000002,00
9114      55-200-00966   0         000002,00
9114      55-200-00967   0         000003,00
9114      55-200-00970   0         000003,00
9114      55-200-00971   0         000002,00
9114      55-200-00972   0         000002,00
9114      55-200-00974   0         000021,00
9114      55-200-00976   0         000006,00
9114      55-200-00979   0         000012,00
9114      55-200-00998   0         000003,00
9114      55-200-00999   0         000003,00
9114      55-200-01000   0         000003,00
9114      55-200-01001   0         000003,00
9114      55-200-01796   0         000003,00
9114      55-200-01916   0         000002,00
9114      55-200-01920   0         000002,00
9114      55-200-01976   0         000002,00
9114      55-200-01979   0         000002,00
9114      55-200-01982   0         000002,00
9114      55-200-02107   0         000002,00
9114      55-200-08621   0         000002,00
9114      55-220-00428   0         000002,00
9114      55-220-00429   0         000010,00
9114      55-220-00430   0         000010,00
9114      55-220-00433   0         000002,00
9114      55-220-00446   0         000003,00
9114      55-220-00448   0         000002,00
9114      55-220-00451   0         000002,00
9114      55-220-00453   0         000003,00
9114      55-220-00463   0         000002,00
9114      55-220-00464   0         000002,00
9114      55-220-00579   0         000003,00
9114      55-220-00580   0         000006,00
9114      55-220-00583   0         000006,00
9114      55-220-00584   0         000006,00
9114      55-220-00585   0         000012,00
9114      55-220-00586   0         000012,00
9114      55-220-00587   0         000012,00
9114      55-220-00588   0         000003,00
9114      55-220-00590   0         000006,00
9114      55-220-00591   0         000006,00
9114      55-220-01579   0         000003,00
9114      55-220-08039   0         000020,00
9114      55-220-08109   0         000004,00
9114      90-200-00387   0         000020,00
9114      90-200-00391   0         000020,00
9114      90-200-00393   0         000020,00
9114      90-200-00397   0         000020,00
9114      90-200-00419   0         000012,00
