9114      55-200-00984   0         000006,00
9114      55-200-00985   0         000006,00
9114      55-200-00986   0         000012,00
9114      55-200-00987   0         000006,00
9114      55-200-00988   0         000006,00
9114      55-200-00990   0         000036,00
9114      55-200-00991   0         000024,00
9114      55-200-00992   0         000006,00
9114      55-200-01236   0         000006,00
9114      55-200-01237   0         000006,00
9114      55-200-05589   0         000006,00
9114      55-200-08617   0         000006,00
9114      55-200-08618   0         000006,00
9114      55-200-09023   0         000006,00
9114      55-200-09042   0         000024,00
9114      55-200-09091   0         000016,00
9114      90-200-00397   0         000020,00
9114      90-200-00426   0         000012,00
9114      90-200-00427   0         000012,00
