TERCEIROS 13-000-00030   0         000005,00
9114      13-000-00086   0         000007,00
9114      13-000-00122   0         000002,00
9114      13-000-00128   0         000001,00
9114      13-000-00129   0         000001,00
9114      13-000-00203   0         000002,00
9114      13-000-60000   0         000001,00
9114      13-000-80000   0         000001,00
9114      13-000-80001   0         000002,00
9114      13-000-80003   0         000001,00
9114      13-000-80004   0         000001,00
9114      13-000-80005   0         000001,00
9114      13-000-80006   0         000001,00
9114      13-000-80007   0         000003,00
9114      13-000-80022   0         000001,00
9114      13-000-90003   0         000001,00
9114      13-000-90005   0         000001,00
9114      13-000-90014   0         000001,00
9114      13-000-90017   0         000001,00
9114      13-100-00014   0         000009,00
9114      13-100-70000   0         000018,00
9114      13-100-70001   0         000046,00
9114      13-100-70002   0         000025,00
9114      13-100-70003   0         000001,00
9114      13-100-70004   0         000007,00
9114      13-100-70006   0         000001,00
9114      13-100-70008   0         000040,00
9114      13-100-70009   0         000020,00
9114      13-100-72000   0         000001,00
9114      13-100-72001   0         000001,00
9114      13-100-72002   0         000001,00
9114      13-100-72003   0         000001,00
9114      13-100-72004   0         000001,00
9114      13-100-72005   0         000001,00
9114      13-100-73000   0         000001,00
9114      13-100-80000   0         000001,00
9114      13-100-80001   0         000001,00
9114      13-100-80006   0         000011,00
9114      13-100-80007   0         000011,00
9114      13-100-80011   0         000012,00
9114      13-100-80012   0         000014,00
9114      13-100-80013   0         000014,00
9114      13-100-80014   0         000005,00
9114      13-100-80015   0         000008,00
9114      13-100-80016   0         000010,00
9114      13-100-80017   0         000010,00
9114      13-100-80021   0         000003,00
9114      13-100-80022   0         000003,00
9114      13-100-80023   0         000006,00
9114      13-100-80024   0         000009,00
9114      13-100-80025   0         000005,00
9114      13-100-80026   0         000041,00
9114      13-100-80027   0         000008,00
9114      13-100-80028   0         000010,00
9114      13-100-80029   0         000012,00
9114      13-100-80030   0         000010,00
9114      13-100-80031   0         000002,00
9114      13-100-80032   0         000005,00
9114      13-100-80033   0         000001,00
9114      13-100-80034   0         000005,00
9114      13-100-80035   0         000030,00
9114      13-100-80036   0         000035,00
9114      13-100-80042   0         000024,00
9114      13-100-80043   0         000005,00
9114      13-100-80045   0         000080,00
9114      13-100-80047   0         000005,00
9114      13-100-80049   0         000010,00
9114      13-100-80052   0         000010,00
9114      13-100-80054   0         000010,00
9114      13-100-80057   0         000002,00
9114      13-100-80058   0         000005,00
9114      13-100-80060   0         000008,00
9114      13-100-80061   0         000004,00
9114      13-100-90001   0         000001,00
9114      13-100-90002   0         000001,00
9114      13-100-90003   0         000002,00
9114      13-100-90004   0         000003,00
9114      13-100-90005   0         000002,00
9114      13-100-90006   0         000001,00
9114      13-100-90007   0         000001,00
9114      13-100-90008   0         000001,00
9114      13-100-90009   0         000001,00
9114      13-100-90010   0         000001,00
9114      13-100-90011   0         000009,00
9114      13-100-90012   0         000009,00
9114      13-100-90013   0         000009,00
9114      13-100-90014   0         000009,00
9114      13-100-90016   0         000001,00
9114      13-100-90017   0         000001,00
9114      13-100-90018   0         000001,00
9114      13-100-90019   0         000001,00
9114      13-110-00099   0         000002,00
9114      13-110-00101   0         000001,00
9114      13-110-00103   0         000001,00
9114      13-110-00160   0         000001,00
9114      13-110-00283   0         000002,00
9114      13-110-00284   0         000002,00
9114      13-110-00285   0         000002,00
9114      13-110-00297   0         000001,00
9114      13-110-00298   0         000001,00
9114      13-110-00367   0         000001,00
9114      13-110-00374   0         000001,00
9114      13-110-00375   0         000001,00
9114      13-110-00376   0         000001,00
9114      13-110-00463   0         000001,00
9114      13-110-00490   0         000002,00
9114      13-110-00491   0         000001,00
9114      13-110-00625   0         000001,00
9114      13-110-00626   0         000008,00
9114      13-110-00674   0         000023,00
9114      13-110-00677   0         000002,00
9114      13-110-00678   0         000002,00
9114      13-110-00760   0         000004,00
9114      13-110-00819   0         000100,00
9114      13-110-00833   0         000001,00
9114      13-110-00859   0         000011,00
9114      13-110-00993   0         000001,00
9114      13-110-01007   0         000001,00
9114      13-110-01014   0         000009,00
9114      13-110-01172   0         000002,00
9114      13-110-01188   0         000001,00
9114      13-110-01222   0         000004,00
9114      13-110-01253   0         000020,00
9114      13-110-01256   0         000002,00
9114      13-110-01257   0         000001,00
9114      13-110-02002   0         000001,00
9114      13-110-02031   0         000015,00
9114      13-110-02032   0         000001,00
9114      13-110-02501   0         000001,00
9114      13-110-20000   0         000001,00
9114      13-110-20001   0         000001,00
9114      13-110-20004   0         000001,00
9114      13-110-20005   0         000001,00
9114      13-110-20006   0         000001,00
9114      13-110-50001   0         000001,00
9114      13-110-50002   0         000001,00
9114      13-110-50003   0         000001,00
9114      13-110-50004   0         000001,00
9114      13-110-50005   0         000001,00
9114      13-110-50007   0         000001,00
9114      13-110-50008   0         000001,00
9114      13-110-50009   0         000001,00
9114      13-110-50010   0         000001,00
9114      13-110-50011   0         000001,00
9114      13-110-50013   0         000001,00
9114      13-110-50014   0         000002,00
9114      13-110-50015   0         000002,00
9114      13-110-50032   0         000001,00
9114      13-110-50042   0         000001,00
9114      13-110-50078   0         000001,00
9114      13-110-50085   0         000001,00
9114      13-110-50086   0         000001,00
9114      13-110-50087   0         000001,00
9114      13-110-50088   0         000001,00
9114      13-110-50089   0         000001,00
9114      13-110-50090   0         000001,00
9114      13-110-50091   0         000001,00
9114      13-110-50092   0         000001,00
9114      13-110-50093   0         000001,00
9114      13-110-50094   0         000001,00
9114      13-110-50096   0         000001,00
9114      13-110-50097   0         000001,00
9114      13-110-50098   0         000001,00
9114      13-110-50100   0         000001,00
9114      13-110-50115   0         000001,00
9114      13-110-50116   0         000001,00
9114      13-110-50118   0         000001,00
9114      13-110-50124   0         000001,00
9114      13-110-50125   0         000002,00
9114      13-110-50126   0         000001,00
9114      13-110-50127   0         000001,00
9114      13-110-50130   0         000002,00
9114      13-110-50131   0         000002,00
9114      13-110-50132   0         000001,00
9114      13-110-50133   0         000001,00
9114      13-110-50134   0         000001,00
9114      13-110-50135   0         000001,00
9114      13-110-50136   0         000001,00
9114      13-110-50138   0         000001,00
9114      13-110-50140   0         000001,00
9114      13-110-50141   0         000001,00
9114      13-110-50142   0         000001,00
9114      13-110-50143   0         000001,00
9114      13-110-50145   0         000001,00
9114      13-110-50146   0         000001,00
9114      13-110-50147   0         000001,00
9114      13-110-50148   0         000001,00
9114      13-110-50149   0         000001,00
9114      13-110-50150   0         000001,00
9114      13-110-50170   0         000001,00
9114      13-110-70000   0         000001,00
9114      13-110-70002   0         000002,00
9114      13-110-70003   0         000002,00
9114      13-110-70004   0         000002,00
9114      13-110-70005   0         000002,00
9114      13-110-70006   0         000002,00
9114      13-110-70007   0         000002,00
9114      13-110-70008   0         000002,00
9114      13-110-70009   0         000001,00
9114      13-110-70010   0         000002,00
9114      13-110-70011   0         000001,00
9114      13-110-70013   0         000003,00
9114      13-110-70015   0         000015,00
9114      13-110-70016   0         000015,00
9114      13-110-70017   0         000015,00
9114      13-110-70018   0         000015,00
9114      13-110-70019   0         000001,00
9114      13-110-70023   0         000003,00
9114      13-110-70132   0         000001,00
9114      13-110-70138   0         000001,00
9114      13-110-70139   0         000001,00
9002      13-110-70140   0         000002,00
9114      13-110-70141   0         000002,00
9114      13-110-70142   0         000002,00
9114      13-110-70143   0         000002,00
9114      13-110-70146   0         000002,00
9114      13-110-70147   0         000001,00
9114      13-110-70148   0         000001,00
9114      13-110-70149   0         000002,00
9114      13-110-70150   0         000001,00
9114      13-110-70157   0         000001,00
9114      13-110-70158   0         000003,00
9114      13-110-70165   0         000001,00
9114      13-110-70166   0         000001,00
9114      13-110-72000   0         000001,00
9114      13-110-72003   0         000001,00
9114      13-110-72004   0         000001,00
9114      13-110-72005   0         000001,00
9114      13-110-72006   0         000001,00
9114      13-110-72007   0         000001,00
9114      13-110-72008   0         000001,00
9114      13-110-72009   0         000001,00
9114      13-110-72010   0         000001,00
9114      13-110-72011   0         000001,00
9114      13-110-72012   0         000001,00
9114      13-110-72013   0         000001,00
9114      13-110-72014   0         000001,00
9114      13-110-72015   0         000001,00
9114      13-110-72016   0         000001,00
9114      13-110-73000   0         000001,00
9114      13-110-73002   0         000001,00
9114      13-110-73003   0         000001,00
9114      13-110-73004   0         000001,00
9114      13-110-73005   0         000001,00
9114      13-110-73006   0         000001,00
9114      13-110-73007   0         000001,00
9114      13-110-73008   0         000001,00
9114      13-110-73010   0         000001,00
9114      13-110-80000   0         000001,00
9114      13-110-80001   0         000001,00
9114      13-110-80002   0         000001,00
9114      13-110-80003   0         000001,00
9114      13-110-80004   0         000001,00
9114      13-110-80005   0         000001,00
9114      13-110-80006   0         000001,00
9114      13-110-80007   0         000001,00
9114      13-110-80008   0         000001,00
9114      13-110-80009   0         000001,00
9114      13-110-80010   0         000001,00
9114      13-110-80011   0         000001,00
9114      13-110-80012   0         000002,00
9114      13-110-80014   0         000002,00
9114      13-110-80017   0         000002,00
9114      13-110-80018   0         000001,00
9114      13-110-80019   0         000001,00
9114      13-110-80020   0         000002,00
9114      13-110-80021   0         000001,00
9114      13-110-80022   0         000001,00
9114      13-110-80023   0         000001,00
9114      13-110-80024   0         000001,00
9114      13-110-80025   0         000001,00
9114      13-110-80026   0         000002,00
9114      13-110-80027   0         000002,00
9114      13-110-80028   0         000001,00
9114      13-110-80037   0         000001,00
9114      13-110-80041   0         000001,00
9114      13-110-80047   0         000002,00
9114      13-110-80048   0         000002,00
9114      13-110-80049   0         000002,00
9114      13-110-80050   0         000001,00
9114      13-110-80051   0         000001,00
9114      13-110-80052   0         000001,00
9114      13-110-80054   0         000001,00
9114      13-110-80055   0         000001,00
9114      13-110-80069   0         000001,00
9114      13-110-80070   0         000001,00
9114      13-110-80077   0         000006,00
9114      13-110-80081   0         000001,00
9114      13-110-80082   0         000001,00
9114      13-110-80083   0         000001,00
9114      13-110-80084   0         000001,00
9114      13-110-80091   0         000001,00
9114      13-110-80092   0         000001,00
9114      13-110-80093   0         000001,00
9114      13-110-80094   0         000001,00
9114      13-110-80100   0         000001,00
9114      13-110-80101   0         000001,00
9114      13-110-80102   0         000001,00
9114      13-110-80108   0         000001,00
9114      13-110-80109   0         000001,00
9114      13-110-80110   0         000001,00
9114      13-110-80111   0         000001,00
9114      13-110-80114   0         000001,00
9114      13-110-80115   0         000001,00
9114      13-110-80116   0         000001,00
9114      13-110-80118   0         000001,00
9114      13-110-80119   0         000001,00
9114      13-110-80120   0         000001,00
9114      13-110-80121   0         000001,00
9114      13-110-80122   0         000002,00
9114      13-110-80123   0         000001,00
9114      13-110-80125   0         000002,00
9114      13-110-80126   0         000001,00
9114      13-110-80127   0         000052,00
9114      13-110-80137   0         000001,00
9114      13-110-80138   0         000001,00
9114      13-110-80140   0         000001,00
9114      13-110-80144   0         000001,00
9114      13-110-80155   0         000001,00
9114      13-110-80156   0         000001,00
9114      13-110-80157   0         000001,00
9114      13-110-80158   0         000001,00
9114      13-110-80159   0         000002,00
9114      13-110-80160   0         000001,00
9114      13-110-80161   0         000002,00
9114      13-110-80162   0         000001,00
9114      13-110-80165   0         000001,00
9114      13-110-80176   0         000004,00
9114      13-110-80177   0         000001,00
9114      13-110-80181   0         000002,00
9114      13-110-80182   0         000100,00
9114      13-110-80183   0         000075,00
9114      13-110-80184   0         000001,00
9114      13-110-80185   0         000001,00
9114      13-110-80186   0         000001,00
9114      13-110-80187   0         000010,00
9114      13-110-80188   0         000001,00
9114      13-110-80189   0         000002,00
9114      13-110-80190   0         000060,00
9114      13-110-80191   0         000040,00
9114      13-110-80192   0         000040,00
9114      13-110-80193   0         000040,00
9114      13-110-80194   0         000015,00
9114      13-110-80195   0         000001,00
9114      13-110-80196   0         000001,00
9114      13-110-80197   0         000001,00
9114      13-110-80198   0         000001,00
9114      13-110-80199   0         000001,00
9114      13-110-80200   0         000001,00
9114      13-110-80201   0         000001,00
9114      13-110-80202   0         000001,00
9114      13-110-80203   0         000002,00
9114      13-110-80204   0         000001,00
9114      13-110-80205   0         000001,00
9114      13-110-80206   0         000001,00
9114      13-110-80207   0         000001,00
9114      13-110-80208   0         000001,00
9114      13-110-80211   0         000001,00
