08|NFS|64558|C|23484|08/08/2014|22/08/2014|8954,00|0,00|8954,00|1790,80|7163,20|7163,20|140000000000015|N||||||||||
08|NFS|64559|C|93795|08/08/2014|25/08/2014|16562,00|2771,60|13790,40|2758,08|11032,32|11032,32|140000000000015|N||||||||||
08|NFS|64560|C|93795|08/08/2014|25/08/2014|18950,00|14950,00|4000,00|800,00|3200,00|3200,00|140000000000015|N||||||||||
08|NFS|64561|C|93795|08/08/2014|25/09/2014|22477,00|5712,20|16764,80|3352,96|13411,84|13411,84|140000000000015|N||||||||||
08|NFS|64562|C|2107|08/08/2014|08/08/2014|13234,84|0,00|13234,84|0,00|13234,84|13234,84||N||||||||||
08|NFS|64563|C|91361|11/08/2014|30/08/2014|15200,00|8921,02|6278,98|1255,80|5023,18|5023,18|140000000000015|N||||||||||
08|NFS|64564|C|66042|11/08/2014|30/08/2014|11856,00|1634,88|10221,12|2044,22|8176,90|8176,90|140000000000015|N||||||||||
08|NFS|64565|C|66042|11/08/2014|05/09/2014|23712,00|3269,76|20442,24|4088,45|16353,79|16353,79|140000000000019|N||||||||||
08|NFS|64566|C|25099|11/08/2014|30/08/2014|300,00|42,50|257,50|51,50|206,00|206,00|140000000000015|N||||||||||
08|NFS|64567|C|91475|11/08/2014|30/08/2014|180,00|18,00|162,00|32,40|129,60|129,60|140000000000015|N||||||||||
08|NFS|64568|C|2286|11/08/2014|30/08/2014|350,00|8,00|342,00|68,40|273,60|273,60|140000000000015|N||||||||||
08|NFS|64569|C|106234|11/08/2014|30/08/2014|236,00|0,00|236,00|47,20|188,80|188,80|140000000000015|N||||||||||
08|NFS|64570|C|17490|11/08/2014|30/08/2014|1392,00|139,20|1252,80|250,56|1002,24|1002,24|140000000000015|N||||||||||
08|NFS|64571|C|6384|11/08/2014|30/08/2014|6240,00|2184,00|4056,00|811,20|3244,80|3244,80|140000000000015|N||||||||||
08|NFS|64572|C|56087|11/08/2014|30/08/2014|120,00|0,00|120,00|24,00|96,00|96,00|140000000000015|N||||||||||
08|NFS|64573|C|48895|11/08/2014|30/08/2014|10440,00|1044,00|9396,00|1879,20|7516,80|7516,80|140000000000016|N||||||||||
08|NFS|64574|C|82902|11/08/2014|25/08/2014|149,00|0,00|149,00|0,00|149,00|149,00|140000000000016|N||||||||||
08|NFS|64575|C|63052|11/08/2014|28/08/2014|60,00|0,00|60,00|0,00|60,00|60,00|140000000000016|N||||||||||
08|NFS|64576|C|20533|11/08/2014|25/08/2014|60,00|0,00|60,00|0,00|60,00|60,00|140000000000016|N||||||||||
08|NFS|64577|C|56883|11/08/2014|20/08/2014|16268,00|11074,66|5193,34|0,00|5193,34|5193,34|140000000000016|N||||||||||
08|NFS|64578|C|56883|11/08/2014|12/09/2014|16268,00|11074,66|5193,34|0,00|5193,34|5193,34|140000000000016|N||||||||||
08|NFS|64579|C|56883|11/08/2014|12/10/2014|16268,00|11074,66|5193,34|0,00|5193,34|5193,34|140000000000016|N||||||||||
08|NFS|64580|C|48596|11/08/2014|10/09/2014|3720,00|2440,00|1280,00|0,00|1280,00|1280,00|140000000000016|N||||||||||
08|NFS|64581|C|88318|11/08/2014|25/08/2014|120,00|0,00|120,00|0,00|120,00|120,00|140000000000016|N||||||||||
08|NFS|64582|C|104262|11/08/2014|25/08/2014|120,00|0,00|120,00|0,00|120,00|120,00|140000000000016|N||||||||||
08|NFS|64583|C|29963|11/08/2014|31/08/2014|174,00|0,00|174,00|0,00|174,00|174,00||N||||||||||
08|NFS|64584|C|53121|11/08/2014|25/08/2014|1208,00|758,00|450,00|0,00|450,00|450,00|140000000000016|N||||||||||
08|NFS|64585|C|106235|11/08/2014|25/08/2014|1208,00|736,00|472,00|0,00|472,00|472,00|140000000000016|N||||||||||
08|NFS|64586|C|100777|11/08/2014|03/09/2014|3540,00|2290,00|1250,00|0,00|1250,00|1250,00|140000000000016|N||||||||||
08|NFS|64587|C|39023|11/08/2014|25/08/2014|60,00|0,00|60,00|0,00|60,00|60,00|140000000000016|N||||||||||
08|NFS|64588|C|103183|11/08/2014|30/08/2014|1151,10|0,00|1151,10|0,00|1151,10|1151,10|140000000000016|N||||||||||
08|NFS|64589|C|103716|11/08/2014|25/08/2014|1980,00|828,90|1151,10|0,00|1151,10|1151,10|140000000000016|N||||||||||
08|NFS|64590|C|71194|11/08/2014|31/08/2014|236,00|46,00|190,00|0,00|190,00|190,00||N||||||||||
08|NFS|64591|C|106233|11/08/2014|25/08/2014|3094,00|1899,00|1195,00|0,00|1195,00|1195,00|140000000000016|N||||||||||
08|NFS|64592|C|106233|11/08/2014|10/09/2014|3094,00|1899,00|1195,00|0,00|1195,00|1195,00|140000000000016|N||||||||||
08|NFS|64593|C|25164|11/08/2014|25/08/2014|522,60|84,60|438,00|0,00|438,00|438,00|140000000000016|N||||||||||
08|NFS|64594|C|25164|11/08/2014|10/09/2014|522,60|84,60|438,00|0,00|438,00|438,00|140000000000016|N||||||||||
08|NFS|64595|C|470|11/08/2014|20/09/2014|6390,00|3540,00|2850,00|0,00|2850,00|2850,00|140000000000016|N||||||||||
08|NFS|64596|C|7010|11/08/2014|15/09/2014|120,00|0,00|120,00|0,00|120,00|120,00|140000000000016|N||||||||||
08|NFS|64597|C|7010|11/08/2014|15/09/2014|240,00|0,00|240,00|0,00|240,00|240,00|140000000000016|N||||||||||
08|NFS|64598|C|90245|11/08/2014|25/08/2014|60,00|0,00|60,00|0,00|60,00|60,00|140000000000016|N||||||||||
08|NFS|64599|C|67641|11/08/2014|15/09/2014|240,00|0,00|240,00|0,00|240,00|240,00|140000000000016|N||||||||||
08|NFS|64600|C|101799|11/08/2014|15/09/2014|1592,50|92,50|1500,00|0,00|1500,00|1500,00|140000000000016|N||||||||||
08|NFS|64601|C|101799|11/08/2014|15/09/2014|11232,00|8232,00|3000,00|0,00|3000,00|3000,00|140000000000016|N||||||||||
08|NFS|64602|C|54485|11/08/2014|20/09/2014|175760,00|154054,32|21705,68|0,00|21705,68|21705,68|140000000000016|N||||||||||
08|NFS|64603|C|2600|11/08/2014|25/09/2014|3500,00|1875,00|1625,00|0,00|1625,00|1625,00|140000000000016|N||||||||||
08|NFS|64604|C|2600|11/08/2014|25/09/2014|1408,00|992,00|416,00|0,00|416,00|416,00|140000000000016|N||||||||||
08|NFS|64605|C|835|11/08/2014|20/09/2014|960,00|120,00|840,00|0,00|840,00|840,00|140000000000016|N||||||||||
08|NFS|64606|C|2934|11/08/2014|15/09/2014|475,00|342,40|132,60|0,00|132,60|132,60|140000000000016|N||||||||||
08|NFS|64607|C|106242|11/08/2014|15/09/2014|184,00|0,00|184,00|0,00|184,00|184,00|140000000000016|N||||||||||
08|NFS|64608|C|499|11/08/2014|15/09/2014|22620,00|15620,00|7000,00|1400,00|5600,00|5600,00|140000000000016|N||||||||||
08|NFS|64609|C|1204|11/08/2014|15/09/2014|240,00|0,00|240,00|48,00|192,00|192,00|140000000000016|N||||||||||
08|NFS|64610|C|1204|11/08/2014|15/09/2014|240,00|0,00|240,00|48,00|192,00|192,00|140000000000016|N||||||||||
08|NFS|64611|C|22974|11/08/2014|15/09/2014|388,30|0,00|388,30|77,66|310,64|310,64||N||||||||||
08|NFS|64612|C|68729|11/08/2014|15/09/2014|543,62|0,00|543,62|108,72|434,90|434,90||N||||||||||
08|NFS|64613|C|68729|11/08/2014|15/09/2014|465,96|0,00|465,96|93,19|372,77|372,77||N||||||||||
08|NFS|64614|C|22974|11/08/2014|15/09/2014|388,30|0,00|388,30|77,66|310,64|310,64||N||||||||||
08|NFS|64615|C|22974|11/08/2014|15/09/2014|388,30|0,00|388,30|77,66|310,64|310,64||N||||||||||
08|NFS|64616|C|68729|11/08/2014|15/09/2014|543,62|0,00|543,62|108,72|434,90|434,90||N||||||||||
08|NFS|64617|C|68729|11/08/2014|15/09/2014|621,28|0,00|621,28|124,26|497,02|497,02||N||||||||||
08|NFS|64618|C|68729|11/08/2014|15/09/2014|465,96|0,00|465,96|93,19|372,77|372,77||N||||||||||
08|NFS|64619|C|68729|11/08/2014|15/09/2014|465,96|0,00|465,96|93,19|372,77|372,77||N||||||||||
08|NFS|64620|C|50479|11/08/2014|20/08/2014|1200,00|0,00|1200,00|0,00|1200,00|1200,00|140000000000016|N||||||||||
08|NFS|64621|C|25775|12/08/2014|20/09/2014|59280,00|34067,90|25212,10|5042,42|20169,68|20169,68|140000000000016|N||||||||||
08|NFS|64622|C|33041|12/08/2014|30/08/2014|480,00|24,00|456,00|91,20|364,80|364,80|140000000000016|N||||||||||
08|NFS|64623|C|34938|12/08/2014|30/08/2014|19699,20|11915,20|7784,00|1556,80|6227,20|6227,20|140000000000016|N||||||||||
08|NFS|64624|C|19153|12/08/2014|30/08/2014|3447,60|2882,22|565,38|113,08|452,30|452,30|140000000000016|N||||||||||
08|NFS|64625|C|88360|12/08/2014|30/08/2014|2178,00|1191,30|986,70|197,34|789,36|789,36|140000000000016|N||||||||||
08|NFS|64626|C|93677|12/08/2014|30/08/2014|1512,00|302,40|1209,60|241,92|967,68|967,68|140000000000016|N||||||||||
08|NFS|64627|C|74710|12/08/2014|30/08/2014|240,00|0,00|240,00|48,00|192,00|192,00|140000000000016|N||||||||||
08|NFS|64628|C|68722|12/08/2014|30/08/2014|11856,00|6745,44|5110,56|1022,11|4088,45|4088,45|140000000000016|N||||||||||
